Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,UnderVotesPercent,TotalUnderVotes,TotalUnderVotesPercent,OverVotes,OverVotesPercent,TotalOverVotes,TotalOverVotesPercent,InvalidVotes,InvalidVotesPercent,TotalInvalidVotes,TotalInvalidVotesPercent,RejectedWriteInVotes,RejectedWriteInVotesPercent,TotalRejectedWriteInVotes,TotalRejectedWriteInVotesPercent,UnresolvedWriteInVotes,UnresolvedWriteInVotesPercent,TotalUnresolvedWriteInVotes,TotalUnresolvedWriteInVotesPercent
Mayor City of Falcon Heights - Vote for One,Falcon Heights P-1,Election Day Voting,Randy Gustafson,,280,72.54%,292,71.05%,375,97.15%,399,97.08%,11,2.85%,12,2.92%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-1,Absentee Voting,Yakasah Wehyee,,14,28.00%,326,39.66%,39,78.00%,742,90.27%,11,22.00%,80,9.73%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-1,Election Day Voting,Yakasah Wehyee,,312,40.41%,326,39.66%,703,91.06%,742,90.27%,69,8.94%,80,9.73%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-1,Absentee Voting,Adam Sychla,,9,18.00%,101,12.29%,39,78.00%,742,90.27%,11,22.00%,80,9.73%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-1,Election Day Voting,Adam Sychla,,92,11.92%,101,12.29%,703,91.06%,742,90.27%,69,8.94%,80,9.73%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-1,Absentee Voting,Kay Andrews,,16,32.00%,315,38.32%,39,78.00%,742,90.27%,11,22.00%,80,9.73%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-1,Election Day Voting,Kay Andrews,,299,38.73%,315,38.32%,703,91.06%,742,90.27%,69,8.94%,80,9.73%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-1,Absentee Voting,Mike Boguszewski,,12,16.00%,277,22.47%,38,50.67%,868,70.40%,37,49.33%,365,29.60%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-1,Election Day Voting,Mike Boguszewski,,265,22.88%,277,22.47%,830,71.68%,868,70.40%,328,28.32%,365,29.60%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-1,Absentee Voting,Todd Anderson,,11,14.67%,289,23.44%,38,50.67%,868,70.40%,37,49.33%,365,29.60%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-1,Election Day Voting,Todd Anderson,,278,24.01%,289,23.44%,830,71.68%,868,70.40%,328,28.32%,365,29.60%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-1,Absentee Voting,Rose Chu,,15,20.00%,302,24.49%,38,50.67%,868,70.40%,37,49.33%,365,29.60%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-1,Election Day Voting,Rose Chu,,287,24.78%,302,24.49%,830,71.68%,868,70.40%,328,28.32%,365,29.60%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Mayor City of Falcon Heights - Vote for One,Falcon Heights P-2,Absentee Voting,Dave Thomas,,13,38.24%,192,34.97%,33,97.06%,533,97.09%,1,2.94%,16,2.91%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Mayor City of Falcon Heights - Vote for One,Falcon Heights P-2,Election Day Voting,Dave Thomas,,179,34.76%,192,34.97%,500,97.09%,533,97.09%,15,2.91%,16,2.91%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Mayor City of Falcon Heights - Vote for One,Falcon Heights P-2,Absentee Voting,Randy Gustafson,,20,58.82%,341,62.11%,33,97.06%,533,97.09%,1,2.94%,16,2.91%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Mayor City of Falcon Heights - Vote for One,Falcon Heights P-2,Election Day Voting,Randy Gustafson,,321,62.33%,341,62.11%,500,97.09%,533,97.09%,15,2.91%,16,2.91%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-2,Absentee Voting,Yakasah Wehyee,,26,38.24%,434,39.53%,63,92.65%,952,86.70%,5,7.35%,146,13.30%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-2,Election Day Voting,Yakasah Wehyee,,408,39.61%,434,39.53%,889,86.31%,952,86.70%,141,13.69%,146,13.30%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-2,Absentee Voting,Adam Sychla,,8,11.76%,95,8.65%,63,92.65%,952,86.70%,5,7.35%,146,13.30%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-2,Election Day Voting,Adam Sychla,,87,8.45%,95,8.65%,889,86.31%,952,86.70%,141,13.69%,146,13.30%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-2,Absentee Voting,Kay Andrews,,29,42.65%,423,38.52%,63,92.65%,952,86.70%,5,7.35%,146,13.30%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Falcon Heights - Vote for Up to Two,Falcon Heights P-2,Election Day Voting,Kay Andrews,,394,38.25%,423,38.52%,889,86.31%,952,86.70%,141,13.69%,146,13.30%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-2,Absentee Voting,Mike Boguszewski,,26,25.49%,332,20.16%,83,81.37%,1059,64.30%,19,18.63%,588,35.70%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-2,Election Day Voting,Mike Boguszewski,,306,19.81%,332,20.16%,976,63.17%,1059,64.30%,569,36.83%,588,35.70%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-2,Absentee Voting,Todd Anderson,,29,28.43%,355,21.55%,83,81.37%,1059,64.30%,19,18.63%,588,35.70%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-2,Election Day Voting,Todd Anderson,,326,21.10%,355,21.55%,976,63.17%,1059,64.30%,569,36.83%,588,35.70%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-2,Absentee Voting,Rose Chu,,28,27.45%,372,22.59%,83,81.37%,1059,64.30%,19,18.63%,588,35.70%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Falcon Heights P-2,Election Day Voting,Rose Chu,,344,22.27%,372,22.59%,976,63.17%,1059,64.30%,569,36.83%,588,35.70%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Special Election for County Commissioner District 1 - Vote for One,Gem Lake P-1,Absentee Voting,Nicole Joy Frethem,,5,33.33%,57,38.51%,11,73.33%,113,76.35%,4,26.67%,35,23.65%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Special Election for County Commissioner District 1 - Vote for One,Gem Lake P-1,Election Day Voting,Nicole Joy Frethem,,52,39.10%,57,38.51%,102,76.69%,113,76.35%,31,23.31%,35,23.65%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Special Election for County Commissioner District 1 - Vote for One,Gem Lake P-1,Absentee Voting,Randy Jessup,,6,40.00%,56,37.84%,11,73.33%,113,76.35%,4,26.67%,35,23.65%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Special Election for County Commissioner District 1 - Vote for One,Gem Lake P-1,Election Day Voting,Randy Jessup,,50,37.59%,56,37.84%,102,76.69%,113,76.35%,31,23.31%,35,23.65%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Absentee Voting,Scott A. Wilson,,8,17.78%,52,11.71%,27,60.00%,258,58.11%,18,40.00%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Election Day Voting,Scott A. Wilson,,44,11.03%,52,11.71%,231,57.89%,258,58.11%,168,42.11%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Absentee Voting,Scott Arcand,,4,8.89%,53,11.94%,27,60.00%,258,58.11%,18,40.00%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Election Day Voting,Scott Arcand,,49,12.28%,53,11.94%,231,57.89%,258,58.11%,168,42.11%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Absentee Voting,Angela Thompson,,7,15.56%,57,12.84%,27,60.00%,258,58.11%,18,40.00%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Election Day Voting,Angela Thompson,,50,12.53%,57,12.84%,231,57.89%,258,58.11%,168,42.11%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Absentee Voting,Patrick Battaglia,,2,4.44%,46,10.36%,27,60.00%,258,58.11%,18,40.00%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Election Day Voting,Patrick Battaglia,,44,11.03%,46,10.36%,231,57.89%,258,58.11%,168,42.11%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Absentee Voting,Margaret Ann Newmaster,,6,13.33%,50,11.26%,27,60.00%,258,58.11%,18,40.00%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Gem Lake P-1,Election Day Voting,Margaret Ann Newmaster,,44,11.03%,50,11.26%,231,57.89%,258,58.11%,168,42.11%,186,41.89%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School District Question 1,Gem Lake P-1,Absentee Voting,Yes,,10,66.67%,73,49.32%,15,100.00%,148,100.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School District Question 1,Gem Lake P-1,Election Day Voting,Yes,,63,47.37%,73,49.32%,133,100.00%,148,100.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School District Question 1,Gem Lake P-1,Absentee Voting,No,,5,33.33%,75,50.68%,15,100.00%,148,100.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School District Question 1,Gem Lake P-1,Election Day Voting,No,,70,52.63%,75,50.68%,133,100.00%,148,100.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Lauderdale P-1,Absentee Voting,Mike Boguszewski,,2,33.33%,64,26.02%,5,83.33%,191,77.64%,1,16.67%,55,22.36%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Lauderdale P-1,Election Day Voting,Mike Boguszewski,,62,25.83%,64,26.02%,186,77.50%,191,77.64%,54,22.50%,55,22.36%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Lauderdale P-1,Absentee Voting,Todd Anderson,,2,33.33%,64,26.02%,5,83.33%,191,77.64%,1,16.67%,55,22.36%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Lauderdale P-1,Election Day Voting,Todd Anderson,,62,25.83%,64,26.02%,186,77.50%,191,77.64%,54,22.50%,55,22.36%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Lauderdale P-1,Absentee Voting,Rose Chu,,1,16.67%,63,25.61%,5,83.33%,191,77.64%,1,16.67%,55,22.36%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Lauderdale P-1,Election Day Voting,Rose Chu,,62,25.83%,63,25.61%,186,77.50%,191,77.64%,54,22.50%,55,22.36%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-1,Absentee Voting,Mike Boguszewski,,6,25.00%,52,22.81%,19,79.17%,162,71.05%,5,20.83%,66,28.95%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-1,Election Day Voting,Mike Boguszewski,,46,22.55%,52,22.81%,143,70.10%,162,71.05%,61,29.90%,66,28.95%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-1,Absentee Voting,Todd Anderson,,5,20.83%,48,21.05%,19,79.17%,162,71.05%,5,20.83%,66,28.95%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-1,Election Day Voting,Todd Anderson,,43,21.08%,48,21.05%,143,70.10%,162,71.05%,61,29.90%,66,28.95%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-1,Absentee Voting,Rose Chu,,8,33.33%,62,27.19%,19,79.17%,162,71.05%,5,20.83%,66,28.95%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-1,Election Day Voting,Rose Chu,,54,26.47%,62,27.19%,143,70.10%,162,71.05%,61,29.90%,66,28.95%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 623,Absentee Voting,Mike Boguszewski,,7,29.17%,57,24.05%,18,75.00%,180,75.95%,6,25.00%,57,24.05%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 623,Election Day Voting,Mike Boguszewski,,50,23.47%,57,24.05%,162,76.06%,180,75.95%,51,23.94%,57,24.05%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 623,Absentee Voting,Todd Anderson,,5,20.83%,61,25.74%,18,75.00%,180,75.95%,6,25.00%,57,24.05%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 623,Election Day Voting,Todd Anderson,,56,26.29%,61,25.74%,162,76.06%,180,75.95%,51,23.94%,57,24.05%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 623,Absentee Voting,Rose Chu,,6,25.00%,62,26.16%,18,75.00%,180,75.95%,6,25.00%,57,24.05%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 623,Election Day Voting,Rose Chu,,56,26.29%,62,26.16%,162,76.06%,180,75.95%,51,23.94%,57,24.05%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Absentee Voting,Scott A. Wilson,,0,0.00%,13,12.38%,0,0.00%,60,57.14%,3,100.00%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Election Day Voting,Scott A. Wilson,,13,12.75%,13,12.38%,60,58.82%,60,57.14%,42,41.18%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Absentee Voting,Scott Arcand,,0,0.00%,13,12.38%,0,0.00%,60,57.14%,3,100.00%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Election Day Voting,Scott Arcand,,13,12.75%,13,12.38%,60,58.82%,60,57.14%,42,41.18%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Absentee Voting,Angela Thompson,,0,0.00%,12,11.43%,0,0.00%,60,57.14%,3,100.00%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Election Day Voting,Angela Thompson,,12,11.76%,12,11.43%,60,58.82%,60,57.14%,42,41.18%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Absentee Voting,Patrick Battaglia,,0,0.00%,9,8.57%,0,0.00%,60,57.14%,3,100.00%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Election Day Voting,Patrick Battaglia,,9,8.82%,9,8.57%,60,58.82%,60,57.14%,42,41.18%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Absentee Voting,Margaret Ann Newmaster,,0,0.00%,13,12.38%,0,0.00%,60,57.14%,3,100.00%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 624 (White Bear Lake Area Schools) - Vote for Up to Three,Little Canada P-2 - ISD 624,Election Day Voting,Margaret Ann Newmaster,,13,12.75%,13,12.38%,60,58.82%,60,57.14%,42,41.18%,45,42.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School District Question 1,Little Canada P-2 - ISD 624,Absentee Voting,Yes,,1,100.00%,21,60.00%,1,100.00%,34,97.14%,0,0.00%,1,2.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School District Question 1,Little Canada P-2 - ISD 624,Election Day Voting,Yes,,20,58.82%,21,60.00%,33,97.06%,34,97.14%,1,2.94%,1,2.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School District Question 1,Little Canada P-2 - ISD 624,Absentee Voting,No,,0,0.00%,13,37.14%,1,100.00%,34,97.14%,0,0.00%,1,2.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School District Question 1,Little Canada P-2 - ISD 624,Election Day Voting,No,,13,38.24%,13,37.14%,33,97.06%,34,97.14%,1,2.94%,1,2.86%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-3,Absentee Voting,Mike Boguszewski,,9,25.00%,44,24.44%,27,75.00%,138,76.67%,9,25.00%,42,23.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-3,Election Day Voting,Mike Boguszewski,,35,24.31%,44,24.44%,111,77.08%,138,76.67%,33,22.92%,42,23.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-3,Absentee Voting,Todd Anderson,,9,25.00%,44,24.44%,27,75.00%,138,76.67%,9,25.00%,42,23.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-3,Election Day Voting,Todd Anderson,,35,24.31%,44,24.44%,111,77.08%,138,76.67%,33,22.92%,42,23.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-3,Absentee Voting,Rose Chu,,9,25.00%,50,27.78%,27,75.00%,138,76.67%,9,25.00%,42,23.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Little Canada P-3,Election Day Voting,Rose Chu,,41,28.47%,50,27.78%,111,77.08%,138,76.67%,33,22.92%,42,23.33%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 623 (Roseville Area Schools) - Vote for Up to Three,Maplewood P-01,Absentee Voting,Mike Boguszewski,,7,29.17%,54,24.32%,22,91.67%,172,77.48%,2,8.33%,50,22.52%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
